Department,Subject,Master Subject,Title,Level,Pre/Co-Requisites
CMS,CMS.848,21W.748,Apocalyptic Storytelling,G,Permission of instructor
CMS,CMS.850,CMS.350,21st-Century Journalism,G,
CMS,CMS.860,CMS.360,Intro to Civic Media,G,
CMS,CMS.861,CMS.361,Networked Social Movements,G,
CMS,CMS.862,CMS.362,Civic Media Codesign Studio,G,One subject in CMS or MAS
CMS,CMS.863,11.127,Computer Games,G,
CMS,CMS.864,CMS.608,Game Design,G,One subject in Comparative Media Studies or permission of instructor
CMS,CMS.866,CMS.612,Writing for Videogames,G,
CMS,CMS.867,CMS.614,Network Cultures,G,
CMS,CMS.868,CMS.616,Games and Culture,G,
CMS,CMS.871,21L.715,Media in Cultural Context,G,Permission of instructor
CMS,CMS.874,21G.027,Visualizing Japan/Modern World,U,
CMS,CMS.876,CMS.376,History of Media & Technology,G,
CMS,CMS.880,CMS.880,Technologies of Word 1450-Pres,G,Permission of instructor
CMS,CMS.888,21G.036,Advrtsg & Media: Comprtv Persp,G,Permission of instructor
CMS,CMS.894,CMS.594,Education Technology Studio,G,
CMS,CMS.901,CMS.701,Current Debates in Media,G,
CMS,CMS.915,21L.432,Understanding Television,G,Permission of instructor
CMS,CMS.920,21L.430,Popular Narrative,G,Permission of instructor
CMS,CMS.922,CMS.610,Media Industries and Systems,G,Permission of instructor
CMS,CMS.925,21M.284,Film Music,G,Permission of instructor
CMS,CMS.935,21W.749,Doc Photography & Journalism,G,Permission of instructor
CMS,CMS.950,CMS.950,Workshop I,G,Permission of instructor
CMS,CMS.100,CMS.100,Introduction to Media Studies,U,
CMS,CMS.300,CMS.300,Intro to Videogame Theory,U,
CMS,CMS.301,CMS.301,Intro Game Design Methods,U,
CMS,CMS.307,CMS.307,Critical Worldbuilding,U,
CMS,CMS.308,CMS.308,Visual Story: Graphic Novel,U,
CMS,CMS.309,21W.763,Modern Science Fiction,U,
CMS,CMS.311,21G.055,Media in Weimar & Nazi Germany,U,
CMS,CMS.313,CMS.313,Silent Film,U,
CMS,CMS.314,CMS.314,Phantasmal Media,U,
CMS,CMS.333,ES.333,Producing Educational Videos,U,
CMS,CMS.334,21W.788,South Asian America,U,
CMS,CMS.335,21W.790,Short Documentary,U,
CMS,CMS.336,21W.786,Social Justice and Documentary,U,
CMS,CMS.338,CMS.338,Documentary: Techlgy & Techniq,U,CMS.100 or permission of instructor
CMS,CMS.339,CMS.339,VR and Immersive Media Prod,U,Permission of instructor
CMS,CMS.350,CMS.350,21st-Century Journalism,U,
CMS,CMS.356,21G.036,Advrtsg & Media: Comprtv Persp,U,
CMS,CMS.360,CMS.360,Intro to Civic Media,U,
CMS,CMS.361,CMS.361,Networked Social Movements,U,
CMS,CMS.362,CMS.362,Civic Media Codesign Studio,U,One subject in CMS or MAS
CMS,CMS.376,CMS.376,History of Media and Tech,U,
CMS,CMS.400,CMS.400,Media Systems,U,One subject in Comparative Media Studies or permission of instructor
CMS,CMS.405,CMS.405,Visual Design,U,21L.011 or CMS.100
CMS,CMS.407,CMS.407,Sound Studies,U,
CMS,CMS.590,11.127,Computer Games,U,
CMS,CMS.594,CMS.594,Education Technology Studio,U,
CMS,CMS.603,CMS.603,Independent Study,U,Permission of instructor
CMS,CMS.604,CMS.604,Independent Study,U,Permission of instructor
CMS,CMS.605,CMS.605,Media Internship,U,
CMS,CMS.606,CMS.606,Media Internship,G,
CMS,CMS.608,CMS.608,Game Design,U,One subject in Comparative Media Studies or permission of instructor
CMS,CMS.609,21W.764,The Word Made Digital,U,
CMS,CMS.610,CMS.610,Media Industries and Systems,U,Two CMS subjects or permission of instructor
CMS,CMS.611,CMS.611,Creating Video Games,U,"6.01, CMS.301, or CMS.608"
CMS,CMS.612,CMS.612,Writing for Videogames,U,
CMS,CMS.613,21W.751,Writing for Social Media,U,
CMS,CMS.951,CMS.951,Workshop II,G,CMS.950
CMS,CMS.990,CMS.990,Colloquium Comparative Media,G,
CMS,CMS.992,CMS.992,Portfolio,G,CMS.950 or permission of instructor
CMS,CMS.993,CMS.993,Teaching in Comparative Media,G,Permission of instructor
CMS,CMS.994,CMS.994,Independent Study,G,Permission of instructor
CMS,CMS.995,CMS.995,Independent Study,G,Permission of instructor
CMS,CMS.S60,CMS.S60,Special Subject: CMS,U,Permission of instructor
CMS,CMS.S61,CMS.S61,Special Subject: CMS,U,Permission of instructor
CMS,CMS.S62,CMS.S62,Special Subject: CMS,U,Permission of instructor
CMS,CMS.S63,CMS.S63,Special Subject: CMS,U,
CMS,CMS.S96,CMS.S96,Special Subject: CMS,G,Permission of instructor
CMS,CMS.S97,CMS.S97,Special Subject: CMS,G,Permission of instructor
CMS,CMS.S98,CMS.S98,Special Subject: CMS,G,Permission of instructor
CMS,CMS.S99,CMS.S99,Special Subject: CMS,G,Permission of instructor
CMS,CMS.THG,CMS.THG,Master's Thesis,G,Permission of advisor
CMS,CMS.THT,CMS.THT,CMS Pre-Thesis Tutorial,U,Permission of advisor
CMS,CMS.THU,CMS.THU,Undergraduate Thesis in CMS,U,CMS.THT
CMS,CMS.UR,CMS.UR,Undergraduate Research,U,
CMS,CMS.URG,CMS.URG,Undergraduate Research,U,
CMS,CMS.614,CMS.614,Network Cultures,U,
CMS,CMS.615,CMS.615,Games for Social Change,U,
CMS,CMS.616,CMS.616,Games and Culture,U,
CMS,CMS.617,CMS.617,Advanced Game Studio,U,CMS.608 or CMS.611
CMS,CMS.618,21W.765,Interactive Narrative,U,
CMS,CMS.619,WGS.111,Gender and Media Studies,U,
CMS,CMS.621,CMS.621,Fans and Fan Cultures,U,
CMS,CMS.622,CMS.622,Applying Media Technologies,U,
CMS,CMS.627,CMS.627,"Imagination, Comp & Expression",U,Permission of instructor
CMS,CMS.628,CMS.628,Adv Identity Representation,U,Permission of instructor
CMS,CMS.631,CMS.631,Data Storytelling Studio,U,
CMS,CMS.633,CMS.633,Digital Humanities,U,
CMS,CMS.634,CMS.634,Designing Interactions,U,
CMS,CMS.701,CMS.701,Current Debates in Media,U,CMS.100
CMS,CMS.790,CMS.790,Media Theories & Methods I,G,Permission of instructor
CMS,CMS.791,CMS.791,Media Theories & Methods II,G,CMS.790
CMS,CMS.796,CMS.796,Major Media Texts,G,Permission of instructor
CMS,CMS.801,CMS.801,Media in Transition,G,Permission of instructor
CMS,CMS.807,CMS.307,Critical Worldbuilding,G,
CMS,CMS.808,CMS.308,Visual Story: Graphic Novel,G,
CMS,CMS.809,21W.763,Modern Science Fiction,G,
CMS,CMS.813,CMS.313,Silent Film,G,
CMS,CMS.814,CMS.314,Phantasmal Media,G,
CMS,CMS.815,CMS.615,Games for Social Change,G,
CMS,CMS.821,CMS.621,Fans and Fan Cultures,G,
CMS,CMS.827,CMS.627,"Imagination, Comp & Expression",G,
CMS,CMS.828,CMS.628,Adv Identity Representation,G,Permission of instructor
CMS,CMS.830,21L.706,Studies in Film,G,Permission of instructor
CMS,CMS.831,CMS.631,Data Storytelling Studio,G,
CMS,CMS.833,CMS.633,Digital Humanities,G,
CMS,CMS.834,CMS.634,Designing Interactions,G,
CMS,CMS.836,21W.786,Social Justice and Documentary,G,
CMS,CMS.837,21W.787,"Film, Music, and Social Change",G,
CMS,CMS.838,CMS.338,Documentary: Techlgy & Techniq,G,CMS.100 or permission of instructor
CMS,CMS.839,CMS.339,VR and Immersive Media Prod,G,Permission of instructor
CMS,CMS.840,21L.435,Literature and Film,G,Permission of instructor
CMS,CMS.841,CMS.300,Intro to Videogame Theory,G,
CMS,CMS.842,CMS.842,Playful and Social Design,G,
CMS,CMS.844,CMS.844,Exploratory Programming,G,
CMS,CMS.845,21W.765,Interactive Narrative,G,Permission of instructor
CON,CC.012,CC.012,Continuing Conversations,U,
CON,CC.110,CC.110,Becoming Human,U,[CC.A10 or CC.010]
CON,CC.011,CC.011,Seminar II,U,
CON,CC.010,CC.010,Seminar I,U,Permission of instructor
CON,CC.UR,CC.UR,Undergraduate Research,U,Permission of instructor
CON,CC.S21,CC.S21,Special Subject: Concourse,U,
CON,CC.111,CC.111,Modern Conceptions of Freedom,U,
CON,CC.116,CC.116,"Politics, War, and Empire",U,
CON,CC.117,CC.117,Humane Warfare,U,
CON,CC.120,21H.343,Bookmaking Renaissance & Today,U,
CON,CC.1802,CC.1802,Calculus,U,"GIR:CAL1; [CC.A10, CC.010, or CC.011]"
CON,CC.1803,CC.1803,Differential Equations,U,"[GIR:CAL2; CC.A10, CC.010 or CC.011]"
CON,CC.181A,CC.181A,Calculus,U,Knowledge of differentiation and elementary integration; [CC.A10 or CC.010]
CON,CC.182A,CC.182A,Calculus,U,"GIR:CAL1; [CC.A10, CC.010, or CC.011]"
CON,CC.200,CC.200,Concourse Undergrad Teaching,U,Permission of instructor
CON,CC.210,CC.210,Independent Study,U,Permission of instructor
CON,CC.220,CC.220,Independent Study,U,
CON,CC.5111,CC.5111,Principles of Chemical Science,U,[CC.A10 or CC.010]
CON,CC.512,CC.512,Organic Chemistry I,U,"GIR:CHEM [CC.A10, CC.010, or CC.011]"
CON,CC.801,CC.801,Physics I,U,[CC.A10 or CC.010]
CON,CC.8012,CC.801,Physics I,U,[CC.A10 or CC.010]
CON,CC.802,CC.802,Physics II,U,"GIR:PHY1, GIR:CAL1; [CC.A10, CC.010, or CC.011]"
CON,CC.8022,CC.802,Physics II,U,GIR:PHY1; [GIR:CAL2]
CON,CC.S10,CC.S10,Special Subject: Concourse,U,Permission of instructor
CON,CC.S11,CC.S11,Special Subject: Concourse,U,
CON,CC.S20,CC.S20,Special Subject: Concourse,U,
CSB,CSB.199,CSB.199,Teaching Experience in CSB,G,Permission of instructor
CSB,CSB.190,CSB.190,Rsch Problems Comp & Sys Bio,G,Permission of instructor
CSB,CSB.110,CSB.110,Rsch Rotations Comp & Sys Bio,G,Permission of instructor
CSB,CSB.100,CSB.100,Topics in Comp & Sys Biology,G,Permission of instructor
CSB,CSB.THG,CSB.THG,Graduate Thesis,G,Permission of instructor
ESD,ESD.THG,ESD.THG,ESD Graduate Thesis,G,Permission of instructor
ESG,ES.011,ES.011,Kitchen Chemistry,U,
ESG,ES.112,ES.112,Philosophy of Love,U,
ESG,ES.113,ES.113,Ancient Greek Philsophy & Math,U,
ESG,ES.1801,ES.1801,Calculus,U,
ESG,ES.1802,ES.1802,Calculus,U,GIR:CAL1
ESG,ES.1803,ES.1803,Differential Equations,U,[GIR:CAL2]
ESG,ES.181A,ES.181A,Calculus,U,Knowledge of differentiation and elementary integration
ESG,ES.182A,ES.182A,Calculus,U,GIR:CAL1
ESG,ES.200,ES.200,ESG Undergraduate Teaching,U,Permission of instructor
ESG,ES.210,ES.210,ESG Independent Study,U,Permission of instructor
ESG,ES.3091,3.091,Intro to Solid-State Chemistry,U,
ESG,ES.333,ES.333,Producing Educational Videos,U,
ESG,ES.5111,ES.5111,Principles of Chemical Science,U,
ESG,ES.5112,ES.5112,Principles of Chemical Science,U,
ESG,ES.7012,ES.7012,Introductory Biology,U,
ESG,ES.7013,ES.7013,Introductory Biology,U,
ESG,ES.729,ES.729,Engr Communication in Context,U,
ESG,ES.801,ES.801,Physics I,U,
ESG,ES.8012,ES.8012,Physics I,U,
ESG,ES.802,ES.802,Physics II,U,"GIR:PHY1, GIR:CAL1"
ESG,ES.8022,ES.8022,Physics II,U,GIR:PHY1; [GIR:CAL2]
ESG,ES.S10,ES.S10,Special Seminar  in Science,U,
ESG,ES.S11,ES.S11,Special Seminar in Science,U,
ESG,ES.S20,ES.S20,Special Seminar in Mathematics,U,
ESG,ES.S21,ES.S21,Special Seminar in Mathematics,U,
ESG,ES.S30,ES.S30,Spec Seminar in Eng & Comp Sci,U,
ESG,ES.S31,ES.S31,Spec Seminar in Eng & Comp Sci,U,
ESG,ES.S40,ES.S40,Spec Seminar in the Humanities,U,
ESG,ES.S41,ES.S41,Spec Seminar in the Humanities,U,
ESG,ES.S42,ES.S42,Spec Seminar in the Humanities,U,
ESG,ES.S50,ES.S50,Special Seminar in the Arts,U,
ESG,ES.S51,ES.S51,Special Seminar in the Arts,U,
ESG,ES.S60,ES.S60,Spec Seminar in Social Science,U,
ESG,ES.S61,ES.S61,Spec Seminar in Social Science,U,
ESG,ES.S70,ES.S70,Spec Sem Interdisciplinary Std,U,
ESG,ES.S71,ES.S71,Spec Sem Interdisciplinary Std,U,
ESG,ES.UR,ES.UR,Undergraduate Research,U,
ESG,ES.010,ES.010,Chemistry of Sports,U,
HST,HST.041,HST.041,Microbial Pathogenesis,G,"GIR:BIOL, 7.05, permission of instructor"
HST,HST.060,HST.061,Endocrinology,G,"GIR:BIOL, 7.05, permission of instructor"
HST,HST.061,HST.061,Endocrinology,G,"GIR:BIOL, 7.05, permission of instructor"
HST,HST.070,HST.071,Human Reproductive Biology,G,"7.05, permission of instructor"
HST,HST.071,HST.071,Human Reproductive Biology,G,"7.05, permission of instructor"
HST,HST.080,HST.081,Hematology,G,7.05
HST,HST.081,HST.081,Hematology,G,"7.05, permission of instructor"
HST,HST.090,HST.091,Cardiovascular Pathophysiology,G,HST.030 or HST.031
HST,HST.091,HST.091,Cardiovascular Pathophysiology,G,HST.030 or HST.031; permission of instructor
HST,HST.100,HST.101,Respiratory Pathophysiology,G,"GIR:PHY1, 7.05"
HST,HST.101,HST.101,Respiratory Pathophysiology,G,"GIR:PHY1, 7.05, permission of instructor"
HST,HST.110,HST.111,Renal Pathophysiology,G,7.05 or permission of instructor
HST,HST.111,HST.111,Renal Pathophysiology,G,"7.05, permission of instructor"
HST,HST.120,HST.121,Gastroenterology,G,"GIR:PHY1, 7.05"
HST,HST.121,HST.121,Gastroenterology,G,"GIR:BIOL, 7.05, GIR:PHY1, permission of instructor"
HST,HST.130,HST.131,Neuroscience,G,Permission of instructor
HST,HST.131,HST.131,Neuroscience,G,Permission of instructor
HST,HST.140,HST.141,Molecular Medicine,G,7.05
HST,HST.141,HST.141,Molecular Medicine,G,7.05
HST,HST.146,HST.146,Human Biochem & Metabolic Dis,G,Permission of instructor
HST,HST.147,HST.147,Human Biochem & Metabolic Dis,G,Permission of instructor
HST,HST.150,HST.151,Principles of Pharmacology,G,"GIR:BIOL, 7.05, GIR:PHY1"
HST,HST.151,HST.151,Principles of Pharmacology,G,"GIR:BIOL, 7.05, GIR:PHY1"
HST,HST.160,HST.161,Genetics in Modern Medicine,G,7.05
HST,HST.161,HST.161,Genetics in Modern Medicine,G,7.05
HST,HST.162,HST.163,Molecular Diagnostic & Bioinfo,G,HST.160
HST,HST.163,HST.163,Molecular Diagnostic & Bioinfo,G,HST.160
HST,HST.164,HST.165,Principles of Biomed Imaging,G,Permission of instructor
HST,HST.165,HST.165,Principles of Biomed Imaging,G,Permission of instructor
HST,HST.200,HST.200,Intro to Clinical Medicine,G,Permission of instructor
HST,HST.201,HST.201,Clincl Medcn & Medcl Eng I,G,Permission of instructor
HST,HST.202,HST.202,Clincl Medcn & Medcl Eng II,G,HST.201
HST,HST.211,HST.211,Biomedical Inventions I,G,Permission of instructor
HST,HST.212,HST.212,Biomedical Inventions II,G,HST.211
HST,HST.220,HST.220,Intro to the Care of Patients,G,Permission of instructor
HST,HST.240,HST.240,Trans Med Preceptorship,G,HST.035
HST,HST.299,HST.299,Research in HST,G,Permission of instructor
HST,HST.420,6.811,Princ and Pract of Assist Tech,U,Permission of instructor
HST,HST.426,HST.426,Maker Lab: Reinvent Hlth Care,U,
HST,HST.431,21A.331,Infections and Inequalities,U,
HST,HST.434,HST.434,Evolution of an Epidemic,U,
HST,HST.450,8.593,Biological Physics,G,8.044 recommended but not necessary
HST,HST.452,8.592,Statistical Physics Biology,G,8.333 or permission of instructor
HST,HST.460,9.073,Stats for Neurosci Rsch,G,Permission of instructor
HST,HST.482,HST.482,Biomed Signal and Image Proces,U,"6.003, 2.004, 16.002, or 18.085; 6.041A or permission of instructor"
HST,HST.500,HST.500,Frontiers BioMed Engr & Physcs,G,
HST,HST.506,6.802,Computational Systems Bio,G,GIR:BIOL; 18.600 or 6.041B
HST,HST.507,6.047,Advanced Computational Biology,G,"6.006, 6.041B, GIR:BIOL; or permission of instructor"
HST,HST.508,HST.508,Quantitative Genomics,G,Permission of instructor
HST,HST.514,HST.514,Sensory-Neural Systems,G,Permission of instructor
HST,HST.515,16.423,Aerospc Biomed & Life Supp Eng,G,"16.400, 16.06, or permission of instructor"
HST,HST.516,HST.516,Circadian Biology,G,Permission of instructor
HST,HST.518,16.4,Human Sys Engineering,G,"6.041B, 16.09, or permission of instructor"
HST,HST.522,2.79,Biomaterials: Tissue Interact,G,"GIR:CHEM, GIR:BIOL, GIR:PHY1; or permission of instructor"
HST,HST.523,2.785,Cell-Matrix Mechanics,G,"GIR:CHEM, GIR:BIOL, 2.001; or permission of instructor"
HST,HST.524,2.782,Design Med Devices & Implants,G,"GIR:CHEM, GIR:BIOL, GIR:PHY1; or permission of instructor"
HST,HST.525,HST.525,Tumor Microenvironment,G,18.03; 10.301
HST,HST.526,10.643,Future Medicine,G,5.12 or permission of instructor
HST,HST.527,HST.527,Blood Vess& Endothlial Phenotp,G,Permission of instructor
HST,HST.531,HST.531,Proton Radiation Therapy,G,
HST,HST.533,HST.533,Optimizatn Probs: Rad & Imagng,G,18.06
HST,HST.535,HST.535,Prin & Practice of Tissue Engr,G,"GIR:CHEM, GIR:BIOL, GIR:PHY1; or permission of instructor"
HST,HST.537,1.631,Fluid Dynamics and Disease,G,
HST,HST.539,5.64,Interdisc Sci: Health&Disease,G,"5.13, 5.60; 5.07 or 7.05"
HST,HST.540,7.2,Human Physiology,U,7.05
HST,HST.541,6.021,Cellular Neuro and Comp,G,"GIR:PHY2; 18.03; 2.005, 6.002, 6.003, 10.301, 20.110, or permission of instructor"
HST,HST.542,6.022,Quant  Systems Physiology,U,"GIR:PHY2, 18.03, or permission of instructor"
HST,HST.545,HST.545,Physiological Systems Analysis,U,"18.03, 18.06"
HST,HST.552,2.75,Medical Device Design,G,"2.008, 6.101, 6.111, 6.115, 22.071, or permission of instructor"
HST,HST.560,22.055,Radiation Biophysics,G,Permission of instructor
HST,HST.562,HST.562,Tech for Complex Biologicl Sys,G,
HST,HST.563,HST.563,Imaging Biophys and Clin Apps,G,"18.03, 8.03; or permission of instructor"
HST,HST.565,HST.565,Med Imaging Sci & Applications,G,
HST,HST.576,9.272,Topics Neural Signal Prcessing,G,Permission of instructor
HST,HST.580,6.556,Data Acquisition Image Reconst,G,6.011
HST,HST.582,HST.582,Biomed Signal &Image Processng,G,"6.003, 2.004, 16.002, or 18.085; 6.041A or permission of instructor"
HST,HST.583,HST.583,Funct Magn Res Imaging: Data,G,18.05; 18.06 or permission of instructor
HST,HST.584,HST.584,Magnetic Resonance,G,Permission of instructor
HST,HST.590,HST.590,Biomedical Engineering Seminar,G,
HST,HST.598,HST.598,Research in HST,U,
HST,HST.599,HST.599,Research in HST,G,Permission of instructor
HST,HST.712,6.542,Laboratory on Speech,G,Permission of instructor
HST,HST.714,HST.714,"Acoustics, Percept of Speech",G,"8.03, 6.003; or permission of instructor"
HST,HST.010,HST.011,Human Functional Anatomy,G,Permission of instructor
HST,HST.011,HST.011,Human Functional Anatomy,G,Permission of instructor
HST,HST.015,HST.015,MATLAB for Medicine,G,
HST,HST.020,HST.021,Musculoskeletal Pathophysiolgy,G,Permission of instructor
HST,HST.021,HST.021,Musculoskeletal Pathophysiolgy,G,Permission of Instructor
HST,HST.030,HST.031,Human Pathology,G,Permission of instructor
HST,HST.031,HST.031,Human Pathology,G,"GIR:BIOL, GIR:PHY1, permission of instructor"
HST,HST.034,HST.034,Pathology of Human Disease,G,7.05; or permission of instructor
HST,HST.035,HST.034,Pathology of Human Disease,G,7.05; or permission of instructor
HST,HST.040,HST.041,Microbial Pathogenesis,G,"GIR:BIOL, 7.05, permission of instructor"
HST,HST.716,6.552,Auditory Systems: Perception,G,6.003; 6.041B or 6.431B; or permission of instructor
HST,HST.718,HST.718,Anatomy of Speech & Hearing,G,"GIR:BIOL, permission of instructor"
HST,HST.721,HST.721,The Biology of the Inner Ear,G,Permission of instructor
HST,HST.723,HST.723,"Neural Mechnsms, Percept & Cog",G,Permission of instructor
HST,HST.725,HST.725,Music  Percept and Cognition,G,HST.723 or permission of instructor
HST,HST.728,6.345,Automatic Speech Recognition,G,"6.011, 6.036"
HST,HST.914,10.644,Frontiers in Therapeutics,G,7.05 or permission of instructor
HST,HST.916,20.486,Case studies in drug discovery,G,
HST,HST.918,15.141,Econ Health Care Industries,G,Permission of instructor
HST,HST.920,15.136,Princ& Practice:Drug Developmt,G,Permission of instructor
